STARTC01	1	0	2	 1 0.5 2 0.5
D1S468	1	4.16	8	 1 0.123711 2 0.0154639 3 0.221649 4 0.0412371 5 0.0463918 6 0.402062 7 0.128866 8 0.0206186
D1S2870	1	11.675	8	 1 0.0679012 2 0.296296 3 0.0864198 4 0.117284 5 0.203704 6 0.0493827 7 0.104938 8 0.0740741
D1S508	1	13.895	7	 1 0.324176 2 0.115385 3 0.225275 4 0.214286 5 0.0494505 6 0.0494505 7 0.021978
D1S450	1	16.993	13	 1 0.0142857 2 0.0285714 3 0.152381 4 0.27619 5 0.0714286 6 0.0904762 7 0.0619048 8 0.0619048 9 0.1 10 0.0761905 11 0.0380952 12 0.0142857 13 0.0142857
D1S2667	1	20.363	13	 1 0.0157895 2 0.0368421 3 0.0947368 4 0.0368421 5 0.0421053 6 0.1 7 0.0368421 8 0.2 9 0.157895 10 0.147368 11 0.0684211 12 0.0421053 13 0.0210526
D1S434	1	21.802	6	 1 0.0478723 2 0.037234 3 0.553191 4 0.281915 5 0.0638298 6 0.0159574
D1S507	1	26.828	11	 1 0.0144231 2 0.182692 3 0.216346 4 0.115385 5 0.0817308 6 0.0480769 7 0.0865385 8 0.1875 9 0.0336538 10 0.0192308 11 0.0144231
D1S2697	1	29.075	5	 1 0.0265957 2 0.271277 3 0.212766 4 0.196809 5 0.292553
D1S1592	1	33.028	5	 1 0.0255102 2 0.255102 3 0.494898 4 0.19898 5 0.0255102
D1S2644	1	36.516	9	 1 0.0555556 2 0.0888889 3 0.0722222 4 0.0444444 5 0.0666667 6 0.0666667 7 0.266667 8 0.294444 9 0.0444444
D1S199	1	38.456	10	 1 0.16 2 0.095 3 0.3 4 0.07 5 0.07 6 0.05 7 0.05 8 0.12 9 0.055 10 0.03
D1S2864	1	42.192	10	 1 0.255 2 0.025 3 0.19 4 0.065 5 0.095 6 0.135 7 0.08 8 0.075 9 0.055 10 0.025
D1S2620	1	43.936	3	 1 0.411458 2 0.572917 3 0.015625
D1S2749	1	47.417	9	 1 0.02 2 0.16 3 0.175 4 0.425 5 0.065 6 0.055 7 0.035 8 0.04 9 0.025
D1S470	1	49.492	6	 1 0.229592 2 0.122449 3 0.346939 4 0.163265 5 0.0714286 6 0.0663265
D1S241	1	54.19477	8	 1 0.0360825 2 0.0257732 3 0.0927835 4 0.623711 5 0.0824742 6 0.0824742 7 0.0360825 8 0.0206186
D1S255	1	59.975	8	 1 0.048913 2 0.358696 3 0.076087 4 0.201087 5 0.103261 6 0.0923913 7 0.076087 8 0.0434783
D1S186	1	61.476	13	 1 0.0192308 2 0.129808 3 0.0817308 4 0.0288462 5 0.0673077 6 0.0192308 7 0.110577 8 0.230769 9 0.125 10 0.0769231 11 0.0384615 12 0.0480769 13 0.0240385
D1S2861	1	68.18	7	 1 0.0210526 2 0.0157895 3 0.0526316 4 0.336842 5 0.321053 6 0.194737 7 0.0578947
D1S2713	1	69.428	11	 1 0.0980392 2 0.0588235 3 0.0294118 4 0.0490196 5 0.122549 6 0.303922 7 0.132353 8 0.0245098 9 0.0784314 10 0.0294118 11 0.0735294
D1S2797	1	70.483	11	 1 0.0436893 2 0.038835 3 0.0339806 4 0.0873786 5 0.131068 6 0.427184 7 0.0631068 8 0.11165 9 0.0242718 10 0.0242718 11 0.0145631
D1S197	1	73.675	8	 1 0.0360825 2 0.103093 3 0.154639 4 0.268041 5 0.273196 6 0.0773196 7 0.0618557 8 0.0257732
D1S2652	1	78.87	6	 1 0.0842105 2 0.0263158 3 0.0526316 4 0.442105 5 0.363158 6 0.0315789
D1S476	1	83.24391	6	 1 0.0204082 2 0.408163 3 0.377551 4 0.0255102 5 0.132653 6 0.0357143
D1S220	1	84.842	9	 1 0.0443038 2 0.240506 3 0.132911 4 0.0379747 5 0.0886076 6 0.113924 7 0.151899 8 0.14557 9 0.0443038
D1S2846	1	87.952	6	 1 0.0408163 2 0.0408163 3 0.0816327 4 0.668367 5 0.117347 6 0.0510204
D1S2788	1	89.078	11	 1 0.0265957 2 0.0159574 3 0.0585106 4 0.0638298 5 0.164894 6 0.218085 7 0.170213 8 0.111702 9 0.0638298 10 0.0851064 11 0.0212766
D1S438	1	91.461	11	 1 0.0533981 2 0.0145631 3 0.121359 4 0.0485437 5 0.276699 6 0.0631068 7 0.0825243 8 0.11165 9 0.184466 10 0.0291262 11 0.0145631
D1S198	1	94.913	7	 1 0.206186 2 0.268041 3 0.0721649 4 0.190722 5 0.159794 6 0.0463918 7 0.056701
D1S219	1	98.974	11	 1 0.18 2 0.17 3 0.065 4 0.03 5 0.05 6 0.255 7 0.125 8 0.04 9 0.045 10 0.02 11 0.02
D1S2841	1	105.857	8	 1 0.318182 2 0.0505051 3 0.10101 4 0.0454545 5 0.373737 6 0.040404 7 0.0505051 8 0.020202
D1S500	1	106.401	10	 1 0.0148515 2 0.029703 3 0.326733 4 0.0445545 5 0.0247525 6 0.0247525 7 0.376238 8 0.113861 9 0.029703 10 0.0148515
D1S430	1	107.366	9	 1 0.0246914 2 0.0493827 3 0.259259 4 0.0432099 5 0.104938 6 0.12963 7 0.185185 8 0.17284 9 0.0308642
D1S2862	1	109.073	9	 1 0.122549 2 0.127451 3 0.0343137 4 0.308824 5 0.196078 6 0.0980392 7 0.0196078 8 0.0441176 9 0.0490196
D1S2856	1	109.232	5	 1 0.0412371 2 0.0773196 3 0.273196 4 0.453608 5 0.154639
D1S2766	1	112.106	8	 1 0.313131 2 0.171717 3 0.0555556 4 0.0808081 5 0.0353535 6 0.156566 7 0.121212 8 0.0656566
D1S2865	1	114.169	5	 1 0.0638298 2 0.473404 3 0.335106 4 0.0585106 5 0.0691489
D1S435	1	117.67	8	 1 0.485149 2 0.0693069 3 0.217822 4 0.0148515 5 0.113861 6 0.0544554 7 0.0247525 8 0.019802
D1S2776	1	118.568	9	 1 0.325 2 0.17 3 0.02 4 0.04 5 0.1 6 0.015 7 0.125 8 0.135 9 0.07
D1S2664	1	121.065	8	 1 0.049505 2 0.158416 3 0.0544554 4 0.148515 5 0.29703 6 0.128713 7 0.133663 8 0.029703
D1S206	1	124.95	8	 1 0.5 2 0.065 3 0.185 4 0.03 5 0.035 6 0.07 7 0.09 8 0.025
D1S495	1	126.349	13	 1 0.0542169 2 0.0301205 3 0.216867 4 0.0180723 5 0.0542169 6 0.060241 7 0.126506 8 0.162651 9 0.180723 10 0.0361446 11 0.0240964 12 0.0180723 13 0.0180723
D1S2688	1	129.083	5	 1 0.340206 2 0.448454 3 0.134021 4 0.0515464 5 0.0257732
D1S2726	1	134.61	7	 1 0.0252525 2 0.0555556 3 0.373737 4 0.383838 5 0.0505051 6 0.0808081 7 0.030303
D1S189	1	140.46	10	 1 0.0544554 2 0.0148515 3 0.0346535 4 0.173267 5 0.173267 6 0.227723 7 0.158416 8 0.133663 9 0.0148515 10 0.0148515
D1S442	1	144.724	6	 1 0.0257732 2 0.195876 3 0.634021 4 0.056701 5 0.0618557 6 0.0257732
D1S498	1	147.704	8	 1 0.040404 2 0.232323 3 0.141414 4 0.262626 5 0.126263 6 0.121212 7 0.0454545 8 0.030303
D1S1653	1	154.538	5	 1 0.0934066 2 0.423077 3 0.379121 4 0.0494505 5 0.0549451
D1S2707	1	159.033	9	 1 0.029703 2 0.0247525 3 0.237624 4 0.133663 5 0.257426 6 0.113861 7 0.0990099 8 0.0742574 9 0.029703
D1S484	1	160.45	5	 1 0.0206186 2 0.381443 3 0.298969 4 0.185567 5 0.113402
D1S2768	1	162.695	6	 1 0.0257732 2 0.170103 3 0.412371 4 0.195876 5 0.128866 6 0.0670103
D1S2628	1	168.681	5	 1 0.433673 2 0.0459184 3 0.321429 4 0.0867347 5 0.112245
D1S196	1	172.571	6	 1 0.375 2 0.125 3 0.0677083 4 0.25 5 0.15625 6 0.0260417
D1S452	1	176.386	6	 1 0.177083 2 0.046875 3 0.291667 4 0.28125 5 0.177083 6 0.0260417
D1S218	1	179.561	10	 1 0.203883 2 0.106796 3 0.0776699 4 0.038835 5 0.242718 6 0.199029 7 0.0631068 8 0.0194175 9 0.0291262 10 0.0194175
D1S2791	1	182.551	3	 1 0.634409 2 0.284946 3 0.0806452
D1S2818	1	187.029	7	 1 0.0212766 2 0.611702 3 0.101064 4 0.0212766 5 0.0319149 6 0.159574 7 0.0531915
D1S238	1	191.997	9	 1 0.0606061 2 0.0505051 3 0.0656566 4 0.131313 5 0.0959596 6 0.0858586 7 0.30303 8 0.131313 9 0.0757576
D1S412	1	196.564	9	 1 0.0765306 2 0.0306122 3 0.0204082 4 0.0561224 5 0.22449 6 0.387755 7 0.0867347 8 0.0918367 9 0.0255102
D1S413	1	198.523	7	 1 0.255102 2 0.0204082 3 0.204082 4 0.132653 5 0.265306 6 0.0663265 7 0.0561224
D1S2615	1	203.669	7	 1 0.107143 2 0.0204082 3 0.352041 4 0.188776 5 0.0561224 6 0.229592 7 0.0459184
D1S2717	1	208.146	4	 1 0.25 2 0.280488 3 0.365854 4 0.103659
D1S249	1	210.819	12	 1 0.0693069 2 0.19802 3 0.0792079 4 0.0247525 5 0.0346535 6 0.193069 7 0.0643564 8 0.0247525 9 0.193069 10 0.0544554 11 0.0445545 12 0.019802
D1S2685	1	213.635	8	 1 0.0543478 2 0.0706522 3 0.211957 4 0.326087 5 0.11413 6 0.168478 7 0.0326087 8 0.0217391
D1S245	1	216.774	11	 1 0.0769231 2 0.0144231 3 0.177885 4 0.264423 5 0.0673077 6 0.0480769 7 0.0528846 8 0.0721154 9 0.0528846 10 0.134615 11 0.0384615
D1S205	1	217.215	12	 1 0.0222222 2 0.05 3 0.0555556 4 0.227778 5 0.0833333 6 0.0333333 7 0.205556 8 0.127778 9 0.0388889 10 0.0944444 11 0.0222222 12 0.0388889
D1S237	1	222.179	13	 1 0.0194175 2 0.0242718 3 0.165049 4 0.0291262 5 0.402913 6 0.0291262 7 0.0485437 8 0.101942 9 0.0242718 10 0.0339806 11 0.0679612 12 0.0339806 13 0.0194175
D1S2641	1	230.379	6	 1 0.0473684 2 0.0368421 3 0.121053 4 0.363158 5 0.342105 6 0.0894737
D1S213	1	232.374	11	 1 0.341584 2 0.0346535 3 0.163366 4 0.133663 5 0.0445545 6 0.0346535 7 0.049505 8 0.0792079 9 0.039604 10 0.0594059 11 0.019802
D1S2833	1	238.23	11	 1 0.0436893 2 0.0291262 3 0.11165 4 0.0970874 5 0.0728155 6 0.038835 7 0.165049 8 0.0825243 9 0.199029 10 0.140777 11 0.0194175
D1S2709	1	239.64	6	 1 0.140625 2 0.322917 3 0.375 4 0.109375 5 0.0208333 6 0.03125
D1S1540	1	245.862	5	 1 0.0315789 2 0.205263 3 0.331579 4 0.373684 5 0.0578947
D1S2850	1	251.419	7	 1 0.0260417 2 0.0416667 3 0.046875 4 0.3125 5 0.223958 6 0.3125 7 0.0364583
D1S2670	1	258.609	14	 1 0.0186916 2 0.0607477 3 0.046729 4 0.0233645 5 0.182243 6 0.0280374 7 0.0794393 8 0.0700935 9 0.0934579 10 0.238318 11 0.0327103 12 0.0654206 13 0.0373832 14 0.0233645
D1S1594	1	261.768	5	 1 0.0263158 2 0.0736842 3 0.352632 4 0.452632 5 0.0947368
D1S2785	1	262.682	10	 1 0.138614 2 0.0940594 3 0.0940594 4 0.0990099 5 0.188119 6 0.0594059 7 0.19802 8 0.049505 9 0.0594059 10 0.019802
D1S304	1	263.283	5	 1 0.0204082 2 0.423469 3 0.168367 4 0.357143 5 0.0306122
D1S2679	1	268.006	7	 1 0.597938 2 0.0206186 3 0.180412 4 0.0463918 5 0.113402 6 0.0206186 7 0.0206186
ENDC01	1	279.989	2	 1 0.5 2 0.5
STARTC02	2	0	2	 1 0.5 2 0.5
D2S2268	2	1.989	6	 1 0.0858586 2 0.0656566 3 0.30303 4 0.469697 5 0.020202 6 0.0555556
D2S323	2	4.612	8	 1 0.0148515 2 0.0148515 3 0.019802 4 0.0148515 5 0.113861 6 0.663366 7 0.123762 8 0.0346535
D2S319	2	7.814	5	 1 0.135417 2 0.046875 3 0.234375 4 0.302083 5 0.28125
D2S2166	2	11.3062	9	 1 0.0990099 2 0.0247525 3 0.0346535 4 0.10396 5 0.188119 6 0.237624 7 0.153465 8 0.133663 9 0.0247525
D2S330	2	15.744	4	 1 0.0265957 2 0.239362 3 0.260638 4 0.473404
D2S2211	2	18.38516	8	 1 0.0247525 2 0.10396 3 0.306931 4 0.029703 5 0.252475 6 0.10396 7 0.158416 8 0.019802
D2S162	2	23.523	12	 1 0.12381 2 0.0285714 3 0.0333333 4 0.0809524 5 0.0761905 6 0.22381 7 0.119048 8 0.104762 9 0.047619 10 0.1 11 0.0428571 12 0.0190476
D2S398	2	27.79595	11	 1 0.296117 2 0.0728155 3 0.0145631 4 0.0436893 5 0.0436893 6 0.0631068 7 0.0582524 8 0.0436893 9 0.281553 10 0.0679612 11 0.0145631
D2S168	2	29.94916	9	 1 0.19697 2 0.166667 3 0.0353535 4 0.0707071 5 0.0858586 6 0.257576 7 0.111111 8 0.0505051 9 0.0252525
D2S262	2	31.27601	9	 1 0.0612245 2 0.0357143 3 0.0204082 4 0.168367 5 0.0255102 6 0.188776 7 0.25 8 0.142857 9 0.107143
D2S149	2	35.62701	10	 1 0.0220588 2 0.0588235 3 0.0661765 4 0.0955882 5 0.0588235 6 0.235294 7 0.213235 8 0.0220588 9 0.176471 10 0.0514706
D2S2346	2	40.61601	10	 1 0.0931373 2 0.0490196 3 0.0588235 4 0.0833333 5 0.0294118 6 0.151961 7 0.377451 8 0.0588235 9 0.0784314 10 0.0196078
D2S305	2	42.818	8	 1 0.0265957 2 0.12234 3 0.101064 4 0.12234 5 0.0744681 6 0.202128 7 0.244681 8 0.106383
D2S2168	2	49.37301	12	 1 0.0238095 2 0.0952381 3 0.0238095 4 0.0333333 5 0.1 6 0.2 7 0.0761905 8 0.233333 9 0.0666667 10 0.0761905 11 0.052381 12 0.0190476
D2S146	2	53.10292	4	 1 0.5 2 0.0208333 3 0.338542 4 0.140625
D2S400	2	56.04001	6	 1 0.0208333 2 0.015625 3 0.0260417 4 0.572917 5 0.322917 6 0.0416667
D2S367	2	59.43701	13	 1 0.0761905 2 0.047619 3 0.0809524 4 0.171429 5 0.0285714 6 0.12381 7 0.0285714 8 0.0333333 9 0.0238095 10 0.0809524 11 0.0952381 12 0.157143 13 0.052381
D2S2230	2	61.58601	5	 1 0.0406977 2 0.343023 3 0.127907 4 0.30814 5 0.180233
D2S2328	2	66.76701	14	 1 0.0145631 2 0.0728155 3 0.0970874 4 0.0728155 5 0.179612 6 0.131068 7 0.0582524 8 0.092233 9 0.0970874 10 0.0825243 11 0.0242718 12 0.0339806 13 0.0291262 14 0.0145631
